输入疾病名称及其对应icd￥匹配结果1及其对应icd￥匹配结果2及其对应icd￥匹配结果3及其对应icd
('高血压病冠心病房颤心衰', 'I1011')￥('高血压心脏病伴心力衰竭', 0.2392842027803793, 'I11.002')￥('高血压性心脏病', 0.20181975858527534, 'I11.901')￥('高血压性心力衰竭', 0.201490056179627, 'I11.001')
('冠心病不稳定性心绞痛', 'I25.101')￥('不稳定型心绞痛', 0.5886994150794453, 'I20.000')￥('脊柱不稳定性疾患', 0.35968665883796136, 'M53.200')￥('不稳定髋', 0.34282280957744893, 'Q65.600')
('高血压冠心病房颤心衰', '无')￥('高血压心脏病伴心力衰竭', 0.24837511187128836, 'I11.002')￥('高血压性心脏病', 0.21162368015390282, 'I11.901')￥('高血压性心力衰竭', 0.2102619860041884, 'I11.001')
('心律失常一度房室传导阻滞', 'I49.904')￥('Ⅰ度房室传导阻滞', 0.28829910255241176, 'I44.000')￥('Ⅱ度房室传导阻滞', 0.28829910255241176, 'I44.100')￥('Ⅲ度房室传导阻滞', 0.28829910255241176, 'I44.200')
('冠心病急性冠脉综合症', 'I25.152')￥('急性冠脉综合征', 0.25553287665063895, 'I24.901')￥('急性非ST段抬高型急性冠脉综合征', 0.18222970922982448, 'I24.800x007')￥('低心排综合症', 0.17550188458885116, 'I50.900x021')
('冠心病心脏扩大', 'I25.152')￥('心脏扩大', 0.25768488344916396, 'I51.700x009')￥('妊娠合并心脏扩大', 0.1995030652673458, 'O99.421')￥('心房扩大', 0.1923660245015566, 'I51.700x003')
('冠心病不稳定性心绞痛慢性支气管炎', 'I25.101')￥('不稳定型心绞痛', 0.478213481575609, 'I20.000')￥('膝的慢性不稳定性疾患', 0.2939966293501783, 'M23.500')￥('脊柱不稳定性疾患', 0.29301999217129465, 'M53.200')
('高血压Ⅰ级高危冠心病', 'I10.X02')￥('高血压病1级（高危）', 0.2478447508936037, 'I10.x00x023')￥('高血压病2级（高危）', 0.2478447508936037, 'I10.x00x027')￥('高血压病3级（高危）', 0.2478447508936037, 'I10.x00x031')
('冠心病不稳定型心绞痛', 'I25.101')￥('不稳定型心绞痛', 0.6719936764047757, 'I20.000')￥('不稳定髋', 0.34282280957744893, 'Q65.600')￥('髌骨不稳定', 0.3256799524345918, 'M22.300x001')
('冠心病左心衰', 'I50.902')￥('左心衰竭', 0.21976800618076692, 'I50.100x006')￥('左心室衰竭', 0.20340436981713053, 'I50.100')￥('左心房衰竭', 0.20340436981713053, 'I50.102')
('破伤风', 'A3501')￥('破伤风', 1.0, 'A35.x00x001')￥('产科破伤风', 0.25174161538557843, 'A34.x00')￥('新生儿破伤风', 0.2267416153855784, 'A33.x00')
('丙型病毒性肝炎', 'B17.101')￥('慢性丙型病毒性肝炎', 0.31270506963063394, 'B18.200')￥('乙型病毒性肝炎', 0.29134953075323466, 'B16.904')￥('急性重型丙型病毒性肝炎', 0.2835384029639672, 'B17.102')
('高血压冠心病', 'I10.X02')￥('高血压性心脏病', 0.26592232268783944, 'I11.901')￥('高血压脑病', 0.246381468753281, 'I67.400')￥('高血压心脏和肾脏病', 0.23515309191860867, 'I13.900')
