输入疾病名称及其对应icd￥匹配结果1及其对应icd￥匹配结果2及其对应icd￥匹配结果3及其对应icd
('高血压病脑梗塞', None)￥('高血压脑病', 0.03313895755285572, 'I67.400')￥('高血压脑出血', 0.0263877915575665, 'I61.902')￥('高血压性肾病', 0.024790901601285973, 'I12.900x003')
('冠心病，支架术后，肺部感染', None)￥('冠状动脉支架植入术后再狭窄', 0.03172846154698514, 'I25.800x010')￥('支架植入感染', 0.026954899533174204, 'T82.704')￥('输尿管支架感染', 0.025607154556515493, 'T83.500x002')
('冠心病', None)￥('可疑冠心病观察', 0.022262770841063935, 'Z03.501')￥('冠心病心律失常型', 0.020238882582785393, 'I25.104')￥('冠状动脉性心脏病', 0.020238882582785393, 'I25.901')
('心功能衰竭', None)￥('心脏术后心功能衰竭', 0.05238480299549941, 'I97.900x002')￥('卵巢功能衰竭', 0.04611289931266864, 'E28.303')￥('脑干功能衰竭', 0.04611289931266864, 'G93.900x001')
('冠心病不稳定心绞痛心功能Ⅱ级', None)￥('不稳定型心绞痛', 0.0674163278835671, 'I20.000')￥('稳定性心绞痛', 0.05440808011245084, 'I20.800x012')￥('稳定型心绞痛', 0.05440808011245084, 'I20.801')
('心功能不全', None)￥('心功能不全', 0.05614750308851124, 'I50.900x002')￥('心房功能不全', 0.05104318462591931, 'I50.900x023')￥('心肌功能不全', 0.05104318462591931, 'I51.800x004')
('晕厥查因？冠心病？', None)￥('晕厥', 0.025835546852290968, 'R55.x00x001')￥('心源性晕厥', 0.023137497566451413, 'R55.x00x002')￥('热性晕厥', 0.021860847336553895, 'T67.100')
('高血压病', None)￥('高血压脑病', 0.035809080090746404, 'I67.400')￥('高血压性肾病', 0.032228172081671766, 'I12.900x003')￥('高血压性心脏病', 0.02929833825606524, 'I11.901')
('心律失常-心房纤颤', None)￥('心律失常', 0.04446130136440888, 'I49.900')￥('心律失常型冠心病', 0.0424997733630379, 'I49.900x002')￥('窦性心律失常', 0.03853312784915436, 'I49.801')
('高血压脑梗塞', None)￥('高血压脑病', 0.031185571840760408, 'I67.400')￥('高血压脑出血', 0.028586774187363707, 'I61.902')￥('高血压', 0.022304626702567783, 'I10.x00x002')
